system_id,hostname,ip_address,timestamp,uptime,os_type,os_version,os_release,kernel_version,architecture,platform,cpu_model,cpu_cores,cpu_threads,cpu_freq_current,cpu_freq_max,cpu_usage,cpu_user,cpu_system,cpu_idle,cpu_iowait,load_1m,load_5m,load_15m,ram_total,ram_used,ram_free,ram_percent,swap_percent,disk_type,disk_total,disk_used,disk_free,disk_percent,disk_io_wait,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv,net_packets_sent,net_packets_recv,net_rtt,process_count,thread_count,top_process_cpu,top_process_memory,cpu_temp,fan_speed,power_usage
3,server-linux-02,192.168.1.30,01-01-26 18:53,368020,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,AMD Ryzen 7 3700X,8,16,4.05,4.4,50.47,32.81,12.62,49.53,8.17,2.52,2.29,2.02,32,14.87,17.13,46.46,4.29,NVMe,512,257.66,254.34,50.33,8.17,268672,214897,175713,311952,2249,2617,7.44,137,548,3.49,5.82,56.42,3053,268
3,server-linux-02,192.168.1.30,01-01-26 18:53,368030,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,2.94,4,44.54,28.95,11.14,55.46,5.88,2.23,2.02,1.78,64,23.3,40.7,36.4,5.24,NVMe,2000,1088.05,911.95,54.4,5.88,262914,133810,236005,354589,2181,1711,8.95,132,528,17.16,7.55,68.31,2926,98
2,server-win-01,192.168.1.20,01-01-26 18:54,368040,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,2.06,4,28.73,18.67,7.18,71.27,6.53,1.44,1.31,1.15,16,9.38,6.62,58.6,5.22,NVMe,2000,1187.25,812.75,59.36,6.53,300262,167083,214651,278579,1960,3072,8.51,142,568,13.29,16.92,75.54,3313,235
4,server-mac-01,192.168.1.40,01-01-26 18:54,368050,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,3.18,3.2,28.09,18.26,7.02,71.91,5.32,1.4,1.28,1.12,64,33.01,30.99,51.58,6.45,SSD,1000,338.15,661.85,33.82,5.32,263966,251943,209786,205178,1787,2381,9.33,100,400,22.44,17.41,57.2,3202,215
3,server-linux-02,192.168.1.30,01-01-26 18:54,368060,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.95,3.1,48.03,31.22,12.01,51.97,7.79,2.4,2.18,1.92,16,8.65,7.35,54.06,5.19,HDD,2000,1251.89,748.11,62.59,7.79,302712,292739,238323,260336,3096,2928,9.83,139,556,11.91,8.81,76.87,3372,222
4,server-mac-01,192.168.1.40,01-01-26 18:54,368070,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,3.34,4.4,36.36,23.63,9.09,63.64,3.15,1.82,1.65,1.45,32,16.21,15.79,50.64,2.51,SSD,1000,470.92,529.08,47.09,3.15,243650,239060,163206,206089,2271,3141,11.94,119,476,23.39,16.41,62.63,3304,240
3,server-linux-02,192.168.1.30,01-01-26 18:54,368080,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,2.12,3.2,32.5,21.13,8.13,67.5,8.17,1.63,1.48,1.3,64,40.55,23.45,63.36,6.41,SSD,1000,676.01,323.99,67.6,8.17,156573,170016,158588,218588,1562,3313,11.53,109,436,28.13,9.4,65.65,3158,177
2,server-win-01,192.168.1.20,01-01-26 18:54,368090,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,AMD Ryzen 7 3700X,8,16,3.78,4.4,36.09,23.46,9.02,63.91,1.34,1.8,1.64,1.44,64,32.43,31.57,50.67,0.35,NVMe,2000,1033.09,966.91,51.65,1.34,265795,202998,168070,365291,2237,2675,13.95,96,384,26.73,12.8,48.23,2555,215
4,server-mac-01,192.168.1.40,01-01-26 18:55,368100,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,2.05,4.4,47.26,30.72,11.81,52.74,6.14,2.36,2.15,1.89,32,11.69,20.31,36.53,5.01,HDD,2000,1178.31,821.69,58.92,6.14,316583,216758,238252,309334,2050,2700,6.44,102,408,17.9,12.13,58.99,2897,251
1,server-linux-01,192.168.1.10,01-01-26 18:55,368110,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,2.81,4,39.33,25.56,9.83,60.67,6.1,1.97,1.79,1.57,32,15.39,16.61,48.08,3.43,NVMe,512,192.96,319.04,37.69,6.1,354895,282257,170578,267611,1642,2104,7.1,110,440,17.76,11.09,54.28,3383,257
1,server-linux-01,192.168.1.10,01-01-26 18:55,368120,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.64,3.2,45.32,29.46,11.33,54.68,7.33,2.27,2.06,1.81,32,7.26,24.74,22.68,8.15,HDD,2000,1363.85,636.15,68.19,7.33,206283,228273,180799,218217,2053,2792,2.72,118,472,11.54,9.98,62.93,2916,250
3,server-linux-02,192.168.1.30,01-01-26 18:55,368130,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.59,3.2,29.22,19,7.31,70.78,9.05,1.46,1.33,1.17,32,21.17,10.83,66.16,4.98,HDD,2000,1089.89,910.11,54.49,9.05,219786,195404,222772,179467,1944,2700,8.48,117,468,19.19,4.27,50.19,2850,245
1,server-linux-01,192.168.1.10,01-01-26 18:55,368140,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,2.72,4,35.06,22.79,8.77,64.94,5.04,1.75,1.59,1.4,32,20.62,11.38,64.44,4.45,HDD,1000,668.94,331.06,66.89,5.04,239601,240456,197916,314320,2537,2106,15.79,125,500,24.05,13.79,63.11,2575,176
1,server-linux-01,192.168.1.10,01-01-26 18:55,368150,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,3.18,3.2,31.06,20.19,7.77,68.94,7.39,1.55,1.41,1.24,16,8.92,7.08,55.73,2.51,SSD,2000,1105.81,894.19,55.29,7.39,238514,198174,199080,246669,1587,2725,11.09,128,512,10.03,14.14,73.15,2906,165
3,server-linux-02,192.168.1.30,01-01-26 18:56,368160,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,2.82,4,44.11,28.67,11.03,55.89,3.08,2.21,2,1.76,16,10.25,5.75,64.03,5.89,SSD,1000,504.96,495.04,50.5,3.08,224175,108830,206221,291073,2264,2959,8.48,103,412,24.67,15.49,59.81,2732,235
4,server-mac-01,192.168.1.40,01-01-26 18:56,368170,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,2.34,4,49.16,31.95,12.29,50.84,3.1,2.46,2.23,1.97,16,7.81,8.19,48.82,5.9,SSD,1000,607.84,392.16,60.78,3.1,223789,225862,145511,298655,1707,3238,15.88,132,528,18.75,8.97,58.97,2928,205
3,server-linux-02,192.168.1.30,01-01-26 18:56,368180,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,2.44,3.2,37.56,24.41,9.39,62.44,4.94,1.88,1.71,1.5,32,17.61,14.39,55.02,6.46,SSD,2000,1146.79,853.21,57.34,4.94,251632,200225,174688,214126,2631,2756,9.74,119,476,33.33,18.52,61.57,3001,261
2,server-win-01,192.168.1.20,01-01-26 18:56,368190,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,2.22,3.1,43.01,27.96,10.75,56.99,6.94,2.15,1.95,1.72,32,18.42,13.58,57.56,4.49,NVMe,1000,459.01,540.99,45.9,6.94,195641,238111,157558,261818,2566,2437,12.17,109,436,31.15,11.43,42.91,3460,196
4,server-mac-01,192.168.1.40,01-01-26 18:56,368200,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,3.91,4.4,46.18,30.02,11.54,53.82,4.52,2.31,2.1,1.85,64,35.3,28.7,55.16,3.06,HDD,512,361.41,150.59,70.59,4.52,247882,165703,269287,200303,1977,2016,14.1,138,552,9.64,17.16,55.15,3131,198
4,server-mac-01,192.168.1.40,01-01-26 18:56,368210,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Apple M1,8,8,2.41,3.2,56.75,36.89,14.19,43.25,6.21,2.84,2.58,2.27,32,16.6,15.4,51.87,3.26,NVMe,1000,302.43,697.57,30.24,6.21,214017,142716,212020,249659,1377,2507,4.52,128,512,17.23,10.63,68.95,3464,177
4,server-mac-01,192.168.1.40,01-01-26 18:57,368220,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.62,3.2,37.28,24.23,9.32,62.72,6.88,1.86,1.69,1.49,64,14.96,49.04,23.38,5.39,HDD,512,186.73,325.27,36.47,6.88,310661,297847,177280,300953,1427,2909,7.78,117,468,6.26,17.85,58.04,2515,211
4,server-mac-01,192.168.1.40,01-01-26 18:57,368230,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.61,3.2,30.72,19.97,7.68,69.28,8.94,1.54,1.4,1.23,64,23.39,40.61,36.55,3.55,NVMe,2000,1430.7,569.3,71.54,8.94,265585,193332,76614,255104,2256,2397,14.53,116,464,28.75,14.75,48.02,3077,183
4,server-mac-01,192.168.1.40,01-01-26 18:57,368240,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,2.07,4,37.58,24.43,9.4,62.42,3.92,1.88,1.71,1.5,32,16.02,15.98,50.06,7.61,NVMe,1000,638.55,361.45,63.85,3.92,189028,203247,178903,247215,2479,2285,12.1,110,440,24.05,6.78,62.41,3007,198
1,server-linux-01,192.168.1.10,01-01-26 18:57,368250,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,2.77,4,47.99,31.19,12,52.01,3.38,2.4,2.18,1.92,16,8.18,7.82,51.1,4.41,NVMe,2000,1459.63,540.37,72.98,3.38,291473,195850,179785,300353,2723,2826,11.53,116,464,20.59,13.7,55.08,2939,215
1,server-linux-01,192.168.1.10,01-01-26 18:57,368260,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,3.03,4,36.19,23.52,9.05,63.81,8.43,1.81,1.64,1.45,32,15.69,16.31,49.05,2.73,SSD,512,245.93,266.07,48.03,8.43,271690,252403,202255,226035,3109,2459,14.16,86,344,10.29,11.59,43.17,3086,209
4,server-mac-01,192.168.1.40,01-01-26 18:57,368270,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,2.99,4,38.64,25.12,9.66,61.36,6.39,1.93,1.76,1.55,32,18.41,13.59,57.53,8.1,SSD,512,262.65,249.35,51.3,6.39,209239,250522,206627,267992,2424,3345,10.51,145,580,1.82,15.16,50.39,2987,174
3,server-linux-02,192.168.1.30,01-01-26 18:58,368280,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel Xeon E5-2670,8,16,2.07,3.1,28.55,18.55,7.14,71.45,6.8,1.43,1.3,1.14,64,42.29,21.71,66.08,5.16,NVMe,1000,578.77,421.23,57.88,6.8,308901,143869,235931,294293,2126,2641,9.23,108,432,27.07,7.58,54.16,2821,201
2,server-win-01,192.168.1.20,01-01-26 18:58,368290,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,AMD Ryzen 7 3700X,8,16,3.05,4.4,39.24,25.5,9.81,60.76,9.46,1.96,1.78,1.57,16,10.12,5.88,63.22,2.01,HDD,512,343.25,168.75,67.04,9.46,260631,125505,227246,259063,2140,2466,14.05,145,580,10.02,14.29,56.61,3437,228
3,server-linux-02,192.168.1.30,01-01-26 18:58,368300,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,2.81,3.2,34.36,22.34,8.59,65.64,4.96,1.72,1.56,1.37,32,19.88,12.12,62.12,4.24,NVMe,512,345.85,166.15,67.55,4.96,170962,231170,273389,233899,1697,2302,13.43,108,432,16.52,11.3,58.72,3145,178
4,server-mac-01,192.168.1.40,01-01-26 18:58,368310,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.67,3.2,46.23,30.05,11.56,53.77,7.24,2.31,2.1,1.85,16,7.44,8.56,46.52,4.83,HDD,512,325.66,186.34,63.61,7.24,174448,119277,179001,293601,2451,2173,7.82,95,380,15.15,14.49,60.07,2599,174
3,server-linux-02,192.168.1.30,01-01-26 18:58,368320,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel Xeon E5-2670,8,16,2.52,3.1,50.63,32.91,12.66,49.37,7.2,2.53,2.3,2.03,32,14.66,17.34,45.82,3.31,HDD,512,173.88,338.12,33.96,7.2,260547,204578,144298,254324,2046,2621,12.45,137,548,21.5,13.01,58.09,3081,201
1,server-linux-01,192.168.1.10,01-01-26 18:58,368330,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.66,3.1,41.8,27.17,10.45,58.2,5.2,2.09,1.9,1.67,32,18.8,13.2,58.74,10.15,SSD,1000,416.2,583.8,41.62,5.2,215182,261728,246027,222052,2747,2005,7.59,123,492,17.91,5.5,48.07,2850,218
2,server-win-01,192.168.1.20,01-01-26 18:59,368340,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.41,3.2,49.54,32.2,12.38,50.46,5.21,2.48,2.25,1.98,64,39.55,24.45,61.8,5.33,NVMe,512,230.35,281.65,44.99,5.21,162873,122763,191234,362702,2358,2630,8.86,121,484,18.44,10.19,58.86,3053,191
2,server-win-01,192.168.1.20,01-01-26 18:59,368350,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,3.19,3.2,36.18,23.51,9.04,63.82,8.33,1.81,1.64,1.45,16,11.05,4.95,69.09,7.34,NVMe,1000,564.04,435.96,56.4,8.33,245371,304756,214115,281151,2528,2635,9.97,125,500,22.11,4.5,60.79,2493,184
3,server-linux-02,192.168.1.30,01-01-26 18:59,368360,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,AMD Ryzen 7 3700X,8,16,3.98,4.4,30.82,20.03,7.7,69.18,4.73,1.54,1.4,1.23,64,37.47,26.53,58.54,3.94,NVMe,2000,1359.3,640.7,67.97,4.73,267495,202238,129380,278989,2156,2542,10.25,79,316,17.59,17.77,61.21,3287,247
4,server-mac-01,192.168.1.40,01-01-26 18:59,368370,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.07,3.1,40.66,26.43,10.16,59.34,6.67,2.03,1.85,1.63,16,7.5,8.5,46.86,1,NVMe,2000,958.41,1041.59,47.92,6.67,174137,215538,227950,301481,2169,4198,4.78,158,632,13.35,13.73,59.37,2586,207
3,server-linux-02,192.168.1.30,01-01-26 18:59,368380,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,AMD Ryzen 7 3700X,8,16,4.29,4.4,46.78,30.41,11.69,53.22,6.8,2.34,2.13,1.87,64,39.61,24.39,61.89,9.26,HDD,2000,934.8,1065.2,46.74,6.8,273017,226180,190701,241868,1610,2517,9.44,115,460,17.24,9.29,47.41,3197,185
1,server-linux-01,192.168.1.10,01-01-26 18:59,368390,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,2.99,3.2,64.67,42.04,16.17,35.33,4.04,3.23,2.94,2.59,64,21.66,42.34,33.84,4.81,HDD,512,299.29,212.71,58.46,4.04,123091,214548,228458,351552,2843,3215,12.72,130,520,13.53,12.1,46.64,3308,255
4,server-mac-01,192.168.1.40,01-01-26 19:00,368400,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,3.83,4,31.2,20.28,7.8,68.8,4.47,1.56,1.42,1.25,64,21,43,32.82,4.35,HDD,1000,495.12,504.88,49.51,4.47,266894,213354,222943,381368,2190,3169,11.96,144,576,15.19,12.32,68.9,3144,208
4,server-mac-01,192.168.1.40,01-01-26 19:00,368410,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,2.23,4,32.9,21.39,8.23,67.1,4.95,1.65,1.5,1.32,16,7.75,8.25,48.43,3.91,HDD,512,233.58,278.42,45.62,4.95,304599,217735,151913,297631,1781,2357,8.72,124,496,13.19,5.66,62.9,2628,198
3,server-linux-02,192.168.1.30,01-01-26 19:00,368420,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,2.95,3.2,48.47,31.5,12.12,51.53,6.23,2.42,2.2,1.94,64,29.59,34.41,46.24,9.33,HDD,512,262.17,249.83,51.21,6.23,266648,116253,64878,272130,2004,1704,13.56,112,448,15.89,11.22,69.08,3203,236
2,server-win-01,192.168.1.20,01-01-26 19:00,368430,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Apple M1,8,8,2.43,3.2,45.92,29.85,11.48,54.08,4.98,2.3,2.09,1.84,16,8.27,7.73,51.66,7.19,NVMe,2000,1880.72,119.28,94.04,4.98,202103,135601,207589,322331,2712,1736,8.33,111,444,20.31,11.11,62.36,3104,246
3,server-linux-02,192.168.1.30,01-01-26 19:00,368440,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel Xeon E5-2670,8,16,2.52,3.1,40.6,26.39,10.15,59.4,5.59,2.03,1.85,1.62,32,10.05,21.95,31.41,3.25,NVMe,512,258.99,253.01,50.58,5.59,116582,127700,143127,226291,1914,1844,13.2,119,476,27.82,8.56,63.81,3029,236
3,server-linux-02,192.168.1.30,01-01-26 19:00,368450,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,AMD Ryzen 7 3700X,8,16,4.14,4.4,37.06,24.09,9.27,62.94,8.27,1.85,1.68,1.48,16,5.71,10.29,35.71,3.2,HDD,2000,1304.52,695.48,65.23,8.27,164239,258159,101756,256787,2455,2144,7.9,142,568,31.97,13.97,45.65,3410,234
4,server-mac-01,192.168.1.40,01-01-26 19:01,368460,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,4.18,4.4,17.94,11.66,4.48,82.06,6.14,0.9,0.82,0.72,32,13.6,18.4,42.5,10.24,NVMe,512,308.55,203.45,60.26,6.14,255305,119413,270795,241860,2567,2352,8.81,131,524,15.35,17.1,67.6,2779,216
3,server-linux-02,192.168.1.30,01-01-26 19:01,368470,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.43,3.2,56.58,36.78,14.14,43.42,5.81,2.83,2.57,2.26,16,6.04,9.96,37.72,8.59,NVMe,1000,510.16,489.84,51.02,5.81,252951,176207,128890,299150,2455,2118,13.87,143,572,21.22,11.08,59.92,2751,220
4,server-mac-01,192.168.1.40,01-01-26 19:01,368480,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.46,3.1,33.33,21.67,8.33,66.67,4.52,1.67,1.52,1.33,16,9.56,6.44,59.73,5.56,NVMe,1000,678.85,321.15,67.88,4.52,236160,206731,239009,153924,1837,2780,9.91,148,592,19.37,12.12,53.78,3206,200
2,server-win-01,192.168.1.20,01-01-26 19:01,368490,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,3.13,4,37.15,24.15,9.29,62.85,5.27,1.86,1.69,1.49,32,10.87,21.13,33.97,5.07,SSD,512,421.4,90.6,82.3,5.27,405873,157679,198599,262241,2336,3579,13.34,100,400,15.66,18.06,64.89,3276,176
2,server-win-01,192.168.1.20,01-01-26 19:01,368500,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,4.37,4.4,48.69,31.65,12.17,51.31,7.55,2.43,2.21,1.95,16,8.57,7.43,53.56,3.68,NVMe,1000,588.08,411.92,58.81,7.55,220076,201811,210164,204007,2467,2531,13.66,112,448,15.98,5.57,70.97,2953,157
2,server-win-01,192.168.1.20,01-01-26 19:01,368510,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.48,3.1,39.14,25.44,9.79,60.86,7.13,1.96,1.78,1.57,32,16.98,15.02,53.06,4.8,HDD,2000,835.73,1164.27,41.79,7.13,268996,182386,128263,220802,2222,3128,16.09,144,576,29.53,10.33,56.56,2506,200
4,server-mac-01,192.168.1.40,01-01-26 19:02,368520,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,3.66,4.4,45.56,29.61,11.39,54.44,9.2,2.28,2.07,1.82,16,6.55,9.45,40.96,3.08,SSD,1000,812.7,187.3,81.27,9.2,237508,155686,245148,241189,2248,2456,3.27,95,380,25.58,10.27,71.71,3142,184
4,server-mac-01,192.168.1.40,01-01-26 19:02,368530,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,2.99,4,25.74,16.73,6.44,74.26,2.91,1.29,1.17,1.03,16,7.85,8.15,49.08,3.27,SSD,512,272.5,239.5,53.22,2.91,300960,201540,144897,288365,1945,2442,14.48,174,696,28.34,11.28,52.94,3273,194
1,server-linux-01,192.168.1.10,01-01-26 19:02,368540,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.75,3.2,41.34,26.87,10.33,58.66,6.44,2.07,1.88,1.65,16,7.17,8.83,44.8,2.75,SSD,1000,379.75,620.25,37.98,6.44,213456,197368,134634,197745,1968,2888,10.7,116,464,25.74,12.57,62.8,2694,182
4,server-mac-01,192.168.1.40,01-01-26 19:02,368550,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,AMD Ryzen 7 3700X,8,16,4.08,4.4,47.15,30.65,11.79,52.85,7.48,2.36,2.14,1.89,16,6.11,9.89,38.21,3.91,NVMe,2000,1156.52,843.48,57.83,7.48,234849,147059,152795,268859,2108,2383,12.74,99,396,9.45,14.37,63.76,2811,279
1,server-linux-01,192.168.1.10,01-01-26 19:02,368560,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,3.92,4.4,30.2,19.63,7.55,69.8,3.61,1.51,1.37,1.21,32,16.82,15.18,52.57,6.69,HDD,512,323.75,188.25,63.23,3.61,222272,206317,161514,310367,2139,2777,8.64,119,476,24.95,6.7,68.39,2890,174
1,server-linux-01,192.168.1.10,01-01-26 19:02,368570,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,3.06,3.1,45.65,29.67,11.41,54.35,7.8,2.28,2.07,1.83,16,6.2,9.8,38.72,3.31,SSD,2000,1482.39,517.61,74.12,7.8,257520,128622,212990,190888,2800,2905,9.12,142,568,11.01,11.7,49.96,2913,205
3,server-linux-02,192.168.1.30,01-01-26 19:03,368580,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,3.04,3.1,37.09,24.11,9.27,62.91,6.47,1.85,1.69,1.48,16,7.68,8.32,47.97,8,HDD,1000,365.36,634.64,36.54,6.47,445316,214419,195056,291975,2577,2860,6.24,122,488,20.7,10.69,57.36,2830,188
2,server-win-01,192.168.1.20,01-01-26 19:03,368590,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,4.21,4.4,26.22,17.04,6.55,73.78,6.28,1.31,1.19,1.05,64,24.43,39.57,38.18,4.02,HDD,2000,1076.48,923.52,53.82,6.28,121724,119229,204045,246984,2009,2859,8.18,142,568,9.59,7.67,53.14,2875,212
4,server-mac-01,192.168.1.40,01-01-26 19:03,368600,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,3.57,4,49.5,32.18,12.38,50.5,7.45,2.48,2.25,1.98,16,6.11,9.89,38.21,5.29,HDD,512,329.39,182.61,64.33,7.45,357978,221007,180134,344386,2470,2128,16.75,92,368,11.72,16.66,69.83,3107,239
3,server-linux-02,192.168.1.30,01-01-26 19:03,368610,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,3.65,4,33.86,22.01,8.47,66.14,4.32,1.69,1.54,1.35,32,14.31,17.69,44.73,3.64,NVMe,1000,635.06,364.94,63.51,4.32,320214,203542,172245,236739,2724,2304,12.32,108,432,20.09,16.33,54.64,2418,195
2,server-win-01,192.168.1.20,01-01-26 19:03,368620,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,3.97,4,47.63,30.96,11.91,52.37,8.91,2.38,2.17,1.91,64,30.94,33.06,48.34,7.11,NVMe,2000,1786.58,213.42,89.33,8.91,116624,192630,163537,302988,2570,2095,8.46,123,492,11.23,18.97,67.93,3161,187
2,server-win-01,192.168.1.20,01-01-26 19:03,368630,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,3.75,4,28.94,18.81,7.23,71.06,4.61,1.45,1.32,1.16,16,7.36,8.64,45.98,6.29,SSD,512,258.76,253.24,50.54,4.61,342952,238904,180518,179249,2328,1864,4.23,109,436,21.02,6.88,52.32,3010,222
4,server-mac-01,192.168.1.40,01-01-26 19:04,368640,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,2.76,4,42.56,27.67,10.64,57.44,9.98,2.13,1.93,1.7,32,18.36,13.64,57.36,5.8,SSD,1000,355.25,644.75,35.52,9.98,249196,146347,235845,282603,2668,1898,12.07,150,600,9.75,10.22,49.45,3243,161
3,server-linux-02,192.168.1.30,01-01-26 19:04,368650,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,3,3.1,38.09,24.76,9.52,61.91,5.58,1.9,1.73,1.52,16,10.34,5.66,64.63,6.11,HDD,2000,1087.23,912.77,54.36,5.58,233686,196990,184198,306579,2460,2865,12.45,133,532,20.04,7.74,56.37,2708,207
4,server-mac-01,192.168.1.40,01-01-26 19:04,368660,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,2.72,3.2,57.91,37.64,14.48,42.09,7.98,2.9,2.63,2.32,64,30.85,33.15,48.2,5.75,SSD,2000,1252.02,747.98,62.6,7.98,332603,223593,150032,368132,2324,2466,10.82,121,484,19.8,13.56,51.72,3118,221
1,server-linux-01,192.168.1.10,01-01-26 19:04,368670,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Apple M1,8,8,3.14,3.2,35.39,23,8.85,64.61,7.72,1.77,1.61,1.42,32,11.19,20.81,34.98,5.61,HDD,2000,599.72,1400.28,29.99,7.72,204985,281754,262776,229928,2469,2567,5.5,139,556,11.98,13.74,59.48,2686,212
